tweet,message,match,polarity
1575,RT AnitaOakville took quick action to secure and deliver essential supplies including personal protective equipment The GoC s effor,"secure, protective",positive
1576,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
1577,Lumipas ang umaga ngunit bumalik muli A good song for today now that the storm is gone and,good,positive
1578,RT nea storm Operational Realities of Creator Genesis 1 26 0 gt spiritual Conscious manifestations 9 Maturation amp Responsibilit,spiritual,positive
1579,RT Qtah17 Skyline view of the Swamp Calm before Storm Goodnight Patriots God Bless America,,neutral
1580,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1581,RT josstheboss The Chinese Flu is looking very American,,neutral
1582,RT winterpcs more winter pre debut,,neutral
1583,kodonnelllaw There s no mention of regionals sectionals or state,,neutral
1584,RT MrIanLockwood Just got a flu shot Was v brave To reward myself I slice of Joe s Pizza and PS5 cheated on my husband,"brave, cheated, reward",positive
1585,RT josstheboss The Chinese Flu is looking very American,,neutral
1586,RT TheRISEofROD No one is dying from the seasonal flu anymore but covid infections are skyrocketing Even though we now have proven,"dying, infections, proven",negative
1587,RT allarounddudut no idea on how to help pray for everyone s safety,,neutral
1588,RT sunfloweraidil just found out that there s a strict rule of no pooping inside beehive what do they hold it in during wint,strict,negative
1589,RT DrEricDing BREAKING Our entire country from coronavirus pandemic Another new all time record 150 000 cases today Thanksgiving holid,,neutral
1590,mkmurray78 ProfDilts One of my best friends didn t have a major until winter quarter senior year because he wa,best,positive
1591,RT vcbacknblack ReconRandy444 Sara51892631 God Bless The USA from here in Canada,,neutral
1592,RT ajplus Typhoon Vamco killed at least 7 people in the Philippines and caused major flooding Manila Streets turned into rivers It,killed,negative
1593,RT inky mark Trudeau s hehavior doesn t follow the law or constitution of Canada he believes above we have a rogue PM actin,rogue,negative
1594,RT muh rye uh I just started taking antidepressants for the first time this year and have never heard of With cold flu season a,cold,negative
1595,Issued at 5 AM 13 November 2020 1 2 ULYSSES weakens into a Severe Tropical Storm as it moves further away fro,,neutral
1596,RT RepDebDingell Trump s shake up at the Pentagon after losing reelection is deeply troubling for our nation safety amp national security,"losing, shake, troubling",negative
1597,50 off Use code 50WS6I8V Social Distancing Floor Decals Stickers 10pcs 12 Round Removable Distance Sign,,neutral
1598,I concur with council s judicious use of dickface in describing Kentucky Senator Hosebeast,judicious,positive
1599,At 4 00 AM today the center of Severe Tropical Storm ULYSSES was estimated based on all available data at 415 km,available,positive
1600,RT 40 head All about to change,,neutral
1601,RT ClevelandClinic The rundown of essential medication and equipment to have on hand through cold flu season,cold,negative
1602,RT NYGovCuomo COVID fatigue is one thing denial another Remember You don t just put yourself at risk when you host large ind,"risk, fatigue, denial",negative
1603,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1604,RT SantanderUSA Bridges freeze faster than roads Proceed with caution on bridges when the temperature is close to freezing SCDrivingTi,"freezing, freeze, faster",negative
1605,Add a Splash of colour to your workplace Make inviting Screens all shapes sizes and T,,neutral
1606,BigHitEnt Cause we lost the summer When each other naye gyejeoreul dollyeojweo Oh it s all go,lost,negative
1607,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1608,RT airabarote i feel guilty for enjoying a sunny day here in mindanao while people luzon lost their homes and are at risk of dying du,"risk, lost, guilty, dying, enjoying",negative
1609,RT Blesst777 It s not Over The Storm is coming always calm before the,calm,positive
1610,A 100 yr crisis demands a response mbpoli cdnpoli This can never be normalized in the way that prov,crisis,negative
1611,Just found out Thomas Sowell also said Biden win could signal point of no return for the USA,win,positive
1612,Love Live SPM Figure Snow halation Nico Yazawa,,neutral
1613,New artwork for sale Red Barn in Winter fineartamerica,,neutral
1614,when you die in matchmaking should be able to ready up after i storm im don t feel like watching a scrim,"ready, die, like",neutral
1615,this is my favorite one yet i think wrote it pretty well tempted to delete because used are instead of our,"favorite, well, pretty",positive
1616,Here s Gabriel ready for winter he thinking jeez couldn t you get me a blue hat,ready,positive
1617,jesterlavores This aged poorly,poorly,negative
1618,McDermedFox9 FOX9 It seems like its going to be along Winter,like,positive
1619,RT TWilsonOttawa It s never been more clear that the gun debate in Canada isn t about reducing crime it legal ow,"clear, crime",neutral
1620,RT Enera Day 17 Storm Pokemon Jolteon inktober inktober2020 pokemon,,neutral
1621,LucasEngland8 Jordan20882385 MorganRalston itsJeffTiedrich realDonaldTrump ChanelRion OANN I adore mandatory,adore,positive
1622,RT Daily JKUpdate 20 11 13 SAMSUNG CANADA Instagram Update Jungkook using JK hts,,neutral
1623,RT JHWeissmann Looking at data on restaurant bookings amp revenues it s really striking how in many states sales are still down around 2,striking,positive
1624,correllmedford0 I rain storm here flood We lost great property need your help have no money left and the pr,"lost, great",neutral
1625,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
1626,RT josstheboss The Chinese Flu is looking very American,,neutral
1627,If schools close and business stays open it s a failure of politics policy but not in the way you think,failure,negative
1628,jaketapper GOPLeader JoeBiden Ay nut tapper the jig is up Y all were so good at cheating that now everybody ca,"good, cheating",neutral
1629,RT Jantafrench There are a bunch of people out there who making lot money based on the fact that this province will take their,,neutral
1630,falIing4me hendershot tom TinyRaindr0p hunigoth That s the stupidest thing ever It not business of an f,stupidest,negative
1631,RT josstheboss The Chinese Flu is looking very American,,neutral
1632,Bitch you ain t gone shoot shit if ride with it on safety,shit,negative
1633,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1634,RT BT21 This weather is snow joke Fleece season ON Embroidered patch Lavender black ivory colors Every fleecejacket,joke,negative
1635,japioPath darinsquared WpegNelly BarDown TeemuSel8nne EricHawerchuk Its a city in Canada that isn t BC,,neutral
1636,RT MichaelBarden8 Is CPS removing children from homes for their safety or other reasons,,neutral
1637,RT PJM data K Media BTS Jimin showed off his movie like dazzling visuals unrivaled elegance and intense charisma while showcasing Fi,"charisma, dazzling, elegance, intense, unrivaled, like",positive
1638,RT sunfloweraidil just found out that there s a strict rule of no pooping inside beehive what do they hold it in during wint,strict,negative
1639,RT josstheboss The Chinese Flu is looking very American,,neutral
1640,RT CoffeeOperator1 Canada Call 1 833 4564566 or Text 45645 but there Is always someone In your family who cares,,neutral
1641,RT PiWeatherHSV AL At 2020 11 12 20 48 37 877326 Temperature 62 6 F Humidity 92 0 Light Sensor Value is 305 Sound Level 213 CPU T,,neutral
1642,RT josstheboss The Chinese Flu is looking very American,,neutral
1643,mikebettes Heavenly father I ask that you would look after all the people are suffering In This Storm yo,suffering,negative
1644,RT BLACKPINKhappen When BLACKPINK debuted on Aug 08 2016 not knowing that they will soon dominate only in south korea but take,dominate,positive
1645,I have the diamond on my Instagram,,neutral
1646,RT RhonaRaskin Interesting compilation of all Canada s cases Covid Looking at early days in BC Ont Que almost the first pat,,neutral
1647,These women stumbling through the snow in heels who are they me college,,neutral
1648,Sagittarius safety The stars say simply Governments,,neutral
1649,RT robertkaaatz Dear professors who can read this please do suspend ALL SYNCHRONOUS and ASYNCHRONOUS activities up to post typhoon reco,,neutral
1650,RT Joy Stats JOY is mentioned as inspiration for her retro eye makeup looks entering winter season where these are most popular,"popular, inspiration",positive
1651,somehow i feel proud for being indonesian just because,proud,positive
1652,Winter s Sky Crysgumetalate Unthethaal an ochre and green flower,,neutral
1653,RT littlered ace Remember when our Minister of Health Patty Hajdu sat at a press conference and told us covid wouldn t have much impact o,,neutral
1654,I mean if that s what they want to do let them It won t change the majority of American people who voted for,won,positive
1655,Never give up never in,,neutral
1656,RT DrEricDing BREAKING Our entire country from coronavirus pandemic Another new all time record 150 000 cases today Thanksgiving holid,,neutral
1657,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1658,RT StephenPunwasi Canada was not prepared when the pandemic first hit The fact that is doing significantly worse than it ha,worse,negative
1659,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1660,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1661,Twitter should ban him immediately As a matter of national security and people s safety Pass it on,,neutral
1662,RT josstheboss The Chinese Flu is looking very American,,neutral
1663,RT CowlesR realkatiejow Remember the first priority for educators is physical safety of our students That s Masl,,neutral
1664,RT OntarioGreens When crisis hits people look to leaders But when the leader is in a state of shock what confidence does that give,"crisis, confidence, shock",negative
1665,RT kennedy bouvier Haspel and Wray must face Justice not only a removal When it comes to National Security threats or covering up pl,threats,negative
1666,There should be no reason why I can t take jazz in the winter,,neutral
1667,winter,,neutral
1668,Blitz y I have almost switched my entire winter wardrobe over to fleece,,neutral
1669,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1670,JustinTrudeau DLeBlancNB Yeah no shit it call winter is coming,shit,negative
1671,RT josstheboss The Chinese Flu is looking very American,,neutral
1672,RT waub My mind has been blown seeing Moon of the Crusted Snow on this lithub list along with some books that inspired me to writ,,neutral
1673,its winter tho baby girl niggas parking wheats now,,neutral
1674,RT CleveNole In March if we would ve implemented moratorium on rent mortgages stimulus checks for at least 6 months massive free testin,free,positive
1675,RT markgeronimo again how can u sleep so peacefully tonight knowing there are people out who s trying to save their houses amp thei,peacefully,positive
1676,Something about the fall winter time makes me love being in bed even more,"love, fall",neutral
1677,RT josstheboss The Chinese Flu is looking very American,,neutral
1678,RT TrumperWavin White hat operators posting a simple but straightforward message shows that they know nothing can stop what is coming Ba,straightforward,positive
1679,RT BT21 This weather is snow joke Fleece season ON Embroidered patch Lavender black ivory colors Every fleecejacket,joke,negative
1680,RT josstheboss The Chinese Flu is looking very American,,neutral
1681,I ve been bracing for this winter years throwbackthursday Lyndonville New York,,neutral
1682,RT josstheboss The Chinese Flu is looking very American,,neutral
1683,Funny that s Trudeau plan for Canada,,neutral
1684,lunavmcourtney Ashiana Snow,,neutral
1685,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1686,where i live it doesn t snow,,neutral
1687,Just ran into Max after a dust storm They said to keep my eyes peeled as they heard there s Shambling Pursuer in the lot,"peeled, dust",negative
1688,BilalMohammadMD AasmaShaukatMD LizzieAbyMD SusanLouMD NickMcDonaldMD JasonEckmannMD UMN GI VAMinneapolis Yo,,neutral
1689,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
1690,RT TheBlueGem3 I second this,,neutral
1691,RT sshiyoobin Winter pre debut pics,,neutral
1692,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1693,RT josstheboss The Chinese Flu is looking very American,,neutral
1694,RT VeritasVital If you are reading this on ship There is no dock in site so best man the ropes and steer her through t,best,positive
1695,RT BoundMaid All fun and games until Elsa flips the safety to that third position,fun,positive
1696,RT hiral4congress As some AZ leaders are busy patting themselves on the back for getting flu shots COVID is running rampant through our,rampant,negative
1697,RT josstheboss The Chinese Flu is looking very American,,neutral
1698,RT Kiya27879398 True worship ensures safety is available only with Saint Rampal Ji Maharaj FactsAbout KarwaChauth ht,available,positive
1699,RT aespa official Be MY ae Chilling all together KARINA GISELLE WINTER,,neutral
1700,Vandy0876 Ruptown Another big issue I see more pertaining to adults is that people are in multiple cohorts It,issue,negative
1701,Behold one of the coolest birds on Earth A dramatically different daemon for SerafinaPekkala than Snow Goose,coolest,positive
1702,RT AndrewYang Did you know that Canada s life liberty and the pursuit of happiness is peace order good government That explai,"liberty, good, peace, happiness",positive
1703,RT TheHonorBell Help us keep the Honor Bell tolling through winter,,neutral
1704,AshleyRParker Where I live we ve got a wind storm warning for overnight and tomorrow hence will of course be gr,warning,negative
1705,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1706,RT StephenPunwasi Canada was not prepared when the pandemic first hit The fact that is doing significantly worse than it ha,worse,negative
1707,RT seethakkaMLA They dint win election But they won Respect No communal speeches Sentimental politics divide and rule agendas Th,"win, won",positive
1708,100 Plus Did they sell out Link doesn t work for me,work,positive
1709,RT RonaldNHughes The productions are required under union contracts to test all cast and crew two three times a week have th,,neutral
1710,RT immharvic Twitter header People who are affected with UlyssesPH badly needs our help If you guys can spare even a small amount,badly,negative
1711,DBagCouper JustinWolfers Not as much covid but that s why I lumped in other accidents and the flu,,neutral
1712,RT JeanieBuss My dearest Lakers fans there will be a day we can watch the team together in person but just not now The do th,fans,positive
1713,RT Norlaine VE6AEQ Tiggereh winter canada AlbertaYoda BettaCharlie The UCP changed the date AISH cheques went out to most handic,,neutral
1714,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
1715,RT MattNorlander Breaking The Ivy League has canceled all winter sports for the 2020 21 season sources told CBSSports presiden,,neutral
1716,RT JanetDaby As the Chinese government continues its crackdown on democracy in Hong Kong faith leaders and communities are fearing for t,faith,positive
1717,RT josstheboss The Chinese Flu is looking very American,,neutral
1718,Yooooo I hate it here,hate,negative
1719,RT MichaelArt123 Nancy Pelosi Honored to speak PM Justin Trudeau today about COVID response efforts trade amp economic development the cl,,neutral
1720,RT ChadPal22466398 victoria ness NYGovCuomo CDCgov It is Flu season happens every year,,neutral
1721,RT DarcieLanthier Canada Saudi Arabia named worst performers in report on fossil fuel funding In 2015 the Liberals promised to end fo,"worst, promised",neutral
1722,RT carolinasassie Dominion Voting Systems is a company that sells electronic voting hardware and software including machines,,neutral
1723,RT akurjata Protesters in Prince George B C demand ban on controversial glyphosate herbicide CBC News bcpol,controversial,negative
1724,Storm with the Junkers in Vigor Season 6,,neutral
1725,RT tribelaw Time to think about the 25th Amendment,,neutral
1726,PresidentElectBiden expressed his condolences of course because HE cares Also he is a responsible adult who u,,neutral
1727,RT DeniseInCanada ZERO FLU and one billion people have covid But NO ONE IS SICK arrrrgggghhhhh,,neutral
1728,Outbreak of COVID 19 in Canada could be linked to US Goods shipped between borders bring virus must take,virus,negative
1729,RT jstranzhur ronzaeboo Yikes She really thought people wants to see the president swimming in flood at middle of storm Eto na,,neutral
1730,RT HaveWeAllGoneM1 Calgary mayor hires lobbyist to help win over UCP government Picking a fight with provincial who s desper,win,positive
1731,chillibrownsfan DevotedBrownie Football is meant to be played on a field Doesn t matter if it s inside or outsid,,neutral
1732,RT DrEricDing BREAKING Our entire country from coronavirus pandemic Another new all time record 150 000 cases today Thanksgiving holid,,neutral
1733,RT whittakertp COVID 19 infections and hospitalizations are out of control in Ontario Manitoba Saskatchewan Alberta erinotoole p,infections,negative
1734,RT Sonofkate1 Wiz did 1 in Uk 2 Canada 6 USA make ur fave do am if e easy,"easy, fave",positive
1735,RT dgswilson thanks Dave for the I wasn t finding it Stand by POTUS The Storm Is Upon Us PressSec At right moment St,right,positive
1736,RT josstheboss The Chinese Flu is looking very American,,neutral
1737,RT ernie plumley Did you notice the leftist lying dems are starting to bring back chy naa virus Do know why Ok I ll tell,"lying, virus",negative
1738,RT nicholas bagley Not The Flu,,neutral
1739,RT josstheboss The Chinese Flu is looking very American,,neutral
1740,RT jdfrxs Art for a cause I collected links to artists who does commission the storm victims Please do consider commissioning th,,neutral
1741,RT ARaisinghell Blesst777 No it s not That storm is just passing over us and we know that realDonaldTrump still will be the Pr,,neutral
1742,I love watching a storm come in,love,positive
1743,RT josstheboss The Chinese Flu is looking very American,,neutral
1744,RT greenleafgeek If you are a follower of mine living in cold area who doesn t have the funds to buy warm hat for winter reply,"cold, warm",neutral
1745,treasure bllbrd Park Jeongwoo Canada TREASURE ALBUM RELEASE treasuremembers,treasure,positive
1746,SisterNightSays What about Canada,,neutral
1747,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1748,NEW Robustness of CMIP6 Historical Global Mean Temperature Simulations Trends Long Term Persistence Autocorre,,neutral
1749,RT hooliyah It s literally so that kids have no where to go after school some place stay until they can be safety picked up,,neutral
1750,Wendy1deGroot freespiritus When wording isnt strong theres room for interpretation I know of an indoor multi sc,strong,positive
1751,RT josstheboss The Chinese Flu is looking very American,,neutral
1752,RT MaximeBernier This guy supported terrorists and admires communist mass murderers There is no wave of white supremacy neo nazism,"supremacy, supported",positive
1753,RT Dolly llama925 CP24 Major lockdowns coming followed by mandatory vaccines which will come at the end of flu season Then they s,,neutral
1754,RT nazume4 Winter,,neutral
1755,RT tribelaw Time to think about the 25th Amendment,,neutral
1756,RT sunfloweraidil just found out that there s a strict rule of no pooping inside beehive what do they hold it in during wint,strict,negative
1757,RT seethakkaMLA They dint win election But they won Respect No communal speeches Sentimental politics divide and rule agendas Th,"win, won",positive
1758,RT lizard puss Mutuals and non mutuals please don t just scroll ignore this I m in desperate need of 1200 to fix my car keep,"ignore, desperate",negative
1759,RT Phil Mattingly Ivy League cancels all winter sports,,neutral
1760,RT josstheboss The Chinese Flu is looking very American,,neutral
1761,RT geoff buxcey theJagmeetSingh Name 5 Jagmeet I m not asking much just name of these white supremacy and neo nazi groups ll wa,supremacy,positive
1762,RT nhannahjones Even now they won t stop indoor dining but we may have to in person school It s appalling,"appalling, won",neutral
1763,RT Zukerooty It feels like tens to hundreds of thousands volts electricity should always be intimidating and scary Yet somehow thi,"like, scary, intimidating",negative
1764,RT hooliyah It s literally so that kids have no where to go after school some place stay until they can be safety picked up,,neutral
1765,Nobody is entitled to use that symbol either just mind your own business guilt tripping people into putting their,guilt,negative
1766,RT AndrewYang Did you know that Canada s life liberty and the pursuit of happiness is peace order good government That explai,"liberty, good, peace, happiness",positive
1767,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1768,RT PlumSauces Yes you re wrong Restrictions are bc people refuse to take personal responsibility Everyone knows what do they won t,"won, refuse, wrong",negative
1769,RT NHC Atlantic Tropical Storm Eta Advisory 51 Center of Just Off the South Carolina Coast Heavy Rains and Gusty Winds Occurring A,,neutral
1770,FLU COVID LOCKDOWN,,neutral
1771,RT josstheboss The Chinese Flu is looking very American,,neutral
1772,RT mia gray We are so pleased to receive this award for best paper in Regional Studies explore the double crisis of climate change,"crisis, best, pleased, award",positive
1773,RT tribelaw Time to think about the 25th Amendment,,neutral
1774,RT josstheboss The Chinese Flu is looking very American,,neutral
1775,amyklobuchar Storm coming,,neutral
1776,RT BT21 This weather is snow joke Fleece season ON Embroidered patch Lavender black ivory colors Every fleecejacket,joke,negative
1777,RT josstheboss The Chinese Flu is looking very American,,neutral
1778,RT NHC Atlantic Tropical Storm Eta Advisory 51 Center of Just Off the South Carolina Coast Heavy Rains and Gusty Winds Occurring A,,neutral
1779,RT josstheboss The Chinese Flu is looking very American,,neutral
1780,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1781,WINTER PRE DEBUT PICS,,neutral
1782,RT VeritasVital If you are reading this on ship There is no dock in site so best man the ropes and steer her through t,best,positive
1783,RT tribelaw Time to think about the 25th Amendment,,neutral
1784,RT josstheboss The Chinese Flu is looking very American,,neutral
1785,RT tawanstruck The calm before the storm EP4,calm,positive
1786,RT ozm To stop the projected rise in Earth s temperature and sea level we would have had to reduce our emissions zero between 1960 an,,neutral
1787,Canada s Quebec expects three fiscal years of deficits due to COVID 19,,neutral
1788,Real question since everyones like to be all its the flu blah In 2019 how many ppl DIED from,"like, blah",neutral
1789,RT BT21 This weather is snow joke Fleece season ON Embroidered patch Lavender black ivory colors Every fleecejacket,joke,negative
1790,RT CI DesignFitOut New in Saudi Arabia A Professional 3D Led Display facade outdoor indoor R amp D by Design Manufacturing Sales An,,neutral
1791,COREYEONJUN ot7bopbopbop vanillaxsuga jeonggoobestboy bIood777 DUCKIGYAL The snow demon deactivated I think tings,demon,negative
1792,Resisters Did you get your flu shot If not would please one tomorrow,,neutral
1793,RT StylistMagazine 9 indulgent chocolateorange treats to enjoy this winter,"enjoy, indulgent",positive
1794,sonny mccall The wind is blowing snow snowing But I can weather the storrmmmm ve got hellfire to keep me warm,warm,positive
1795,someone said it and I can t even put that symbol either lol,,neutral
1796,RT josstheboss The Chinese Flu is looking very American,,neutral
1797,IT S ANOTHER FLU SHOT JUST LIKE THE OTHER SHOTS SUPPOSEDLY I M WAITING TO SEE EFFECTS FIRST,,neutral
1798,RT josstheboss The Chinese Flu is looking very American,,neutral
1799,ammarsyahmi186 heyyjarr abirhusna what you know I mean,,neutral
1800,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1801,RT SenWarren 3 Biden Harris can issue enforceable OSHA health and safety standards for COVID 19 so giant companies don t escape accoun,issue,negative
1802,The State of Emergency over flood ravaged Napier City will be lifted at 6pm this evening four days after the one,,neutral
1803,RT PmJustnot Global Edmonton just reported that there have been zero cases of the flu in this season Anyone want to hazard a gues,hazard,negative
1804,CTVNews Get a therapic light This bright white help me lot during the winter season Just like cons,"like, bright, cons",positive
1805,Education Flu Vaccine Physicians for Informed Consent Stop the mandates Refuse control,,neutral
1806,RT DrEricDing BREAKING Our entire country from coronavirus pandemic Another new all time record 150 000 cases today Thanksgiving holid,,neutral
1807,RT sangharamesh Keep it up marcomendicino Canada always stood for the persecuted persons who need help People are ill treated in Hon,,neutral
1808,This The government makes criminals out of legal gun owners but doesn t do shit when gang members kill a kid,"shit, kill",negative
1809,off jude,,neutral
1810,Rare glimpse of Half Dome with fall colors and snow Yosemite National Park California 3945x4931 OC via,fall,negative
1811,RT muh rye uh I just started taking antidepressants for the first time this year and have never heard of With cold flu season a,cold,negative
1812,aspiringburner Lol you break out the loader for an inch and a half of snow,break,negative
1813,RT sunfloweraidil just found out that there s a strict rule of no pooping inside beehive what do they hold it in during wint,strict,negative
1814,RT tweetheart2020 Democrats are combining the cold and influenza patients with Wuhan to claim there is a spike nee,cold,negative
1815,RT WilderJoan003 Early season winter wonderland Have a beautiful day Twitter friends Snowday peace love https,"beautiful, love, peace",positive
1816,I m guessing Be MY ae is their group greeting manifesting it,,neutral
1817,RT PlumSauces Yes you re wrong Restrictions are bc people refuse to take personal responsibility Everyone knows what do they won t,"won, refuse, wrong",negative
1818,RT TrumperWavin Guys the staircase letters say Watch Jr Um what hell Now I am excited,"hell, excited",neutral
1819,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
1820,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1821,RT Kryzazy A winter tire company called Snow Me The Money,,neutral
1822,RT josstheboss The Chinese Flu is looking very American,,neutral
1823,leighgt So housing crisis healthcare but immigrants persuaded to stay I don t get it Canada,crisis,negative
1824,Walmart Justin Case Travel Pro Auto Safety Kit For 29 74,,neutral
1825,RT minjeong kr 201113 WINTER AESPA aespa official TRANS Winter Kim Minjeong Past Pictures Middle School She looks,,neutral
1826,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1827,RT axelsandwich 1000 days since the 1000th medal ever at Winter Olympics,,neutral
1828,CKscullycat About 12 years My dad taught me the correct way in 2 hours when I was 16 miss them They re great,"miss, great, correct",positive
1829,RT JeanYip3 Canada stands with the people of Hong Kong,,neutral
1830,RT KingCountyWA If you re headed into the mountains get your vehicle KingCountyReady Flashlight Batteries Charger Gloves Boots,,neutral
1831,After storm,,neutral
1832,RT JeanieBuss My dearest Lakers fans there will be a day we can watch the team together in person but just not now The do th,fans,positive
1833,RT chefkeva The flu has a vaccine still exists Pneumonia,,neutral
1834,RT nationalthrows Plus they are not too optimistic about a Spring Season If that is the case going to take two full years away,optimistic,positive
1835,RT Kriseman Same though SenRickScott did call today as he always does,,neutral
1836,Got to be more this story Scammer who used live in Worcester tried flee US found blueberry fields,flee,negative
1837,RT rachelpaguia schools should extend their deadlines indefinitely it s ridiculous how students are saving batteries not for emer,ridiculous,negative
1838,RT ScottGWrites mcuban Wouldn t it be GREAT if we had a country that didn require individual donations to food banks because the gove,,neutral
1839,RT JonRothstein Sources The Ivy League has cancelled winter sports,,neutral
1840,Trading my New Winter 2019 Halos amp Old Mermaid Offers Not Cross royalehightrade royalehightrades,,neutral
1841,RT josstheboss The Chinese Flu is looking very American,,neutral
1842,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1843,RT RugbyAmericasBK Are there any veterans in Halifax who need some firewood to help heat their homes throughout the winter Let me know,,neutral
1844,RT BagelBites a rare sight this time of year the mother pizza carries her young to safety on back,,neutral
1845,Please call SuicidePrevention,,neutral
1846,RT ezralevant 61 of deaths have been in Quebec The vast majority those nursing homes Another 31 Ontario In the rest Cana,,neutral
1847,RT BillMcCombs3 Apparently in NY the China Flu only goes to gym after 10 PM Weird,,neutral
1848,Like many other Dakota people after the war kpe amp Wak O a had fled to Red River country of Canada in t,,neutral
1849,RT Graenni Think all of a sudden the flu heart disease diabetes even cancer etc took second place to reports COVID deaths EV,cancer,negative
1850,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1851,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
1852,I m never telling anyone my name not for safety it s just will be bullied off of twitter,,neutral
1853,Andromeda some aurora amp the winter Milky Way over Vestrahorn OC 3303x1823 via,,neutral
1854,RT aespresso SM Title Winter s past has been completely revealed I ve never seen her talk bad she helped out a lot of kids She too,"bad, helped",neutral
1855,RT josstheboss The Chinese Flu is looking very American,,neutral
1856,RT sunfloweraidil just found out that there s a strict rule of no pooping inside beehive what do they hold it in during wint,strict,negative
1857,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1858,RT josstheboss The Chinese Flu is looking very American,,neutral
1859,RT a leesha1 We re all stuck in reoccurring nightmare aren t we,"nightmare, stuck",negative
1860,RT thiagoarzua Incubate at room temperature for 15 minutes me,,neutral
1861,RT alfuckuhard The Philippines have had 8 typhoons in the last 2 months while a pandemic They ve been on lockdown for Ave,,neutral
1862,RT SVSU Alert Due to a public safety emergency the campus community is instructed avoid Science West until further notice,emergency,negative
1863,Nov 12 4 snow on the ground it s 2020 I m turning ChristmasLights norules,,neutral
1864,RT MansoorHayatLak For the safety and protection of women Punjab Police has launched this innovative application which is specifically fo,"innovative, protection",positive
1865,RT maple boy0223 PH GIVEAWAY with a cause Hello deobis I ll be giving away 8 stealer inspired hats fron Luna s The Clover Proj,,neutral
1866,RT marcomendicino Today I announced a new immigration initiative that will attract students and youth from Hong Kong to Canada by offeri,,neutral
1867,RT josstheboss The Chinese Flu is looking very American,,neutral
1868,RT PamLongCO They were told the fast tracked swine flu vaccine was safe and they had no choice Now live with debilitating conditio,"safe, fast, debilitating",positive
1869,RT nhannahjones Even now they won t stop indoor dining but we may have to in person school It s appalling,"appalling, won",neutral
1870,RT vcbacknblack ReconRandy444 Sara51892631 God Bless The USA from here in Canada,,neutral
1871,RT WaldoInTundra We finally got a little bit of snow to stick so its warm pants weather Cum subscribe for free on OnlyFans,"free, warm",positive
1872,Migrant worker wins labour board case after being fired for speaking out about unsafe conditions amid COVID 19,"unsafe, wins",neutral
1873,RT johncwingfield early winter in the mountains,,neutral
1874,RT josstheboss The Chinese Flu is looking very American,,neutral
1875,RT nicholas bagley Not The Flu,,neutral
1876,RT Lumberist Where are the protests You protest in streets for a murder completely different country s fucking pro,"protests, murder, protest, fucking",negative
